handle,Time,newRating
UniversalAdmin,1657900200,1558
UniversalAdmin,1657989300,1573
UniversalAdmin,1658162100,1572
UniversalAdmin,1658421300,1651
UniversalAdmin,1658680500,1618
UniversalAdmin,1659285300,1599
UniversalAdmin,1659372600,1561
UniversalAdmin,1659630900,1639
UniversalAdmin,1659803700,1646
UniversalAdmin,1660409400,1690
UniversalAdmin,1660667700,1716
UniversalAdmin,1660836900,1627
UniversalAdmin,1661014200,1623
UniversalAdmin,1661618100,1680
UniversalAdmin,1662136500,1612
UniversalAdmin,1662654900,1700
UniversalAdmin,1663605300,1607
UniversalAdmin,1663941900,1539
UniversalAdmin,1664469300,1631
UniversalAdmin,1664557500,1664
UniversalAdmin,1664729400,1575
UniversalAdmin,1665162300,1596
UniversalAdmin,1665419700,1619
UniversalAdmin,1666024500,1611
UniversalAdmin,1666283700,1630
UniversalAdmin,1666518600,1604
UniversalAdmin,1666526700,1640
UniversalAdmin,1667044500,1690
UniversalAdmin,1667579700,1724
UniversalAdmin,1667754300,1702
UniversalAdmin,1668270900,1722
UniversalAdmin,1668963900,1788
UniversalAdmin,1669397700,1832
UniversalAdmin,1669480500,1722
UniversalAdmin,1670780100,1683
UniversalAdmin,1670862900,1715
UniversalAdmin,1671123900,1841
UniversalAdmin,1671208500,1745
UniversalAdmin,1671296700,1780
UniversalAdmin,1671467700,1783
UniversalAdmin,1672158900,1826
UniversalAdmin,1672419900,1813
UniversalAdmin,1672765500,1866
UniversalAdmin,1672936500,1861
UniversalAdmin,1673195700,1725
UniversalAdmin,1673358300,1692
UniversalAdmin,1674318900,1611
UniversalAdmin,1674578100,1608
UniversalAdmin,1675013700,1542
UniversalAdmin,1675269300,1589
UniversalAdmin,1675960500,1628
UniversalAdmin,1676198100,1715
UniversalAdmin,1677342000,1732
UniversalAdmin,1677519300,1750
UniversalAdmin,1677602100,1691
UniversalAdmin,1677958500,1697
UniversalAdmin,1678365300,1653
UniversalAdmin,1678638900,1672
UniversalAdmin,1679589300,1760
UniversalAdmin,1679848500,1690
UniversalAdmin,1680087900,1705
UniversalAdmin,1680280500,1723
UniversalAdmin,1680453300,1730
UniversalAdmin,1682008500,1744
UniversalAdmin,1682613300,1700
UniversalAdmin,1682787000,1668
UniversalAdmin,1683304500,1720
UniversalAdmin,1683554700,1636
UniversalAdmin,1683909300,1750
UniversalAdmin,1684082100,1776
UniversalAdmin,1685032500,1888
UniversalAdmin,1685293500,1777
UniversalAdmin,1685810100,1719
UniversalAdmin,1685897100,1705
UniversalAdmin,1686587700,1721
UniversalAdmin,1687082700,1734
UniversalAdmin,1687106100,1845
UniversalAdmin,1687626300,1873
UniversalAdmin,1688056500,1843
UniversalAdmin,1688662200,1755
UniversalAdmin,1689096900,1821
UniversalAdmin,1689525300,1835
UniversalAdmin,1690131900,1817
UniversalAdmin,1690475700,1782
UniversalAdmin,1690650300,1744
UniversalAdmin,1691858100,1763
UniversalAdmin,1692117300,1713
UniversalAdmin,1692290100,1723
codemastercpp,1589042100,1506
codemastercpp,1589474100,1580
codemastercpp,1590334500,1494
codemastercpp,1590510900,1460
codemastercpp,1590942900,1335
codemastercpp,1591290300,1483
codemastercpp,1591548600,1373
codemastercpp,1591893300,1248
codemastercpp,1592325300,1297
codemastercpp,1592500500,1356
codemastercpp,1592671800,1306
codemastercpp,1592928300,1317
codemastercpp,1593102900,1354
codemastercpp,1593362100,1374
codemastercpp,1593617700,1371
codemastercpp,1593882900,1330
codemastercpp,1595004600,1422
codemastercpp,1595156400,1319
codemastercpp,1595349300,1330
codemastercpp,1595608500,1425
codemastercpp,1596040500,1405
codemastercpp,1596126900,1402
codemastercpp,1596646200,1340
codemastercpp,1596818100,1362
codemastercpp,1596990900,1366
codemastercpp,1597250100,1357
codemastercpp,1597422900,1440
codemastercpp,1597599300,1444
codemastercpp,1598027700,1486
codemastercpp,1598373300,1514
codemastercpp,1598805300,1521
codemastercpp,1599237300,1523
codemastercpp,1599410100,1535
codemastercpp,1599582900,1589
codemastercpp,1599925500,1571
codemastercpp,1600533300,1535
codemastercpp,1600965300,1571
codemastercpp,1601226300,1540
codemastercpp,1601287500,1490
codemastercpp,1601486400,1585
codemastercpp,1601834700,1604
codemastercpp,1602352200,1610
codemastercpp,1602414300,1645
codemastercpp,1602948900,1626
codemastercpp,1603019100,1727
codemastercpp,1603556100,1629
codemastercpp,1603816500,1608
codemastercpp,1604235900,1631
codemastercpp,1604334900,1629
codemastercpp,1605459900,1609
codemastercpp,1605631800,1739
codemastercpp,1605803700,1705
codemastercpp,1605977400,1634
codemastercpp,1606640700,1703
codemastercpp,1606754100,1805
codemastercpp,1607095200,1762
codemastercpp,1607276100,1738
codemastercpp,1607704500,1697
codemastercpp,1608222900,1774
codemastercpp,1608377700,1790
codemastercpp,1608483900,1846
codemastercpp,1609173300,1772
codemastercpp,1609349700,1801
codemastercpp,1610123700,1774
codemastercpp,1610642100,1772
codemastercpp,1611074100,1827
codemastercpp,1611852600,1798
codemastercpp,1611938100,1821
codemastercpp,1612542900,1931
codemastercpp,1612716600,1847
codemastercpp,1613148600,1943
codemastercpp,1613667000,1861
codemastercpp,1614530100,1934
codemastercpp,1614703500,1920
codemastercpp,1615047600,1923
codemastercpp,1615385100,1870
codemastercpp,1615635300,1818
codemastercpp,1616086200,1856
codemastercpp,1616340900,1932
codemastercpp,1617035700,1867
codemastercpp,1617468600,1845
codemastercpp,1618158900,1825
codemastercpp,1618245300,1792
codemastercpp,1619019300,1732
codemastercpp,1619198400,1808
codemastercpp,1619714100,1789
codemastercpp,1619976900,1812
codemastercpp,1621528500,1657
codemastercpp,1622824500,1474
codemastercpp,1622997300,1478
codemastercpp,1623343800,1326
codemastercpp,1623609300,1298
codemastercpp,1624034100,1165
codemastercpp,1624190700,1433
codemastercpp,1625676600,1373
codemastercpp,1625935800,1500
codemastercpp,1626021300,1517
codemastercpp,1626280500,1607
codemastercpp,1626543300,1669
codemastercpp,1626973500,1705
codemastercpp,1627233600,1685
codemastercpp,1627576500,1685
codemastercpp,1627662900,1734
codemastercpp,1627837200,1901
codemastercpp,1628526900,1918
codemastercpp,1629046200,1926
codemastercpp,1629824700,1883
codemastercpp,1629996600,1874
codemastercpp,1630256700,1953
codemastercpp,1630859700,1995
codemastercpp,1631118900,2014
codemastercpp,1632155700,1988
codemastercpp,1633278900,2076
codemastercpp,1633713600,1978
codemastercpp,1633863900,1989
codemastercpp,1634476800,1972
codemastercpp,1635078900,1880
codemastercpp,1635525300,1907
codemastercpp,1635611700,1950
codemastercpp,1636734900,2032
codemastercpp,1636878000,1944
codemastercpp,1637688900,1951
codemastercpp,1638119100,1852
codemastercpp,1638376500,1856
codemastercpp,1639224300,1935
codemastercpp,1639329300,1875
codemastercpp,1639668900,1904
codemastercpp,1639848900,1895
codemastercpp,1640365500,1938
codemastercpp,1640622900,1967
codemastercpp,1640705700,2011
codemastercpp,1640799300,1892
codemastercpp,1642264500,1925
codemastercpp,1643301300,1994
codemastercpp,1643560500,1978
codemastercpp,1643646900,1984
codemastercpp,1644167100,1872
codemastercpp,1644685500,1816
codemastercpp,1644856500,1816
codemastercpp,1645374900,1804
codemastercpp,1645547700,1869
codemastercpp,1646415300,1747
codemastercpp,1646568600,1798
codemastercpp,1647016500,1834
codemastercpp,1647784200,1923
codemastercpp,1647967500,1907
codemastercpp,1648139700,1835
codemastercpp,1648398900,1773
codemastercpp,1663605300,1787
codemastercpp,1677519300,1795
codemastercpp,1677602100,1732
codemastercpp,1677958500,1720
codemastercpp,1678638900,1748
codemastercpp,1679149200,1789
codemastercpp,1679589300,1845
codemastercpp,1679848500,1756
codemastercpp,1680453300,1634
codemastercpp,1681556700,1754
hari_0oom,1675960500,477
hari_0oom,1676198100,755
hari_0oom,1676565300,890
hari_0oom,1677342000,1025
hari_0oom,1677602100,1063
hari_0oom,1677775800,1097
hari_0oom,1677958500,1091
hari_0oom,1678638900,1053
hari_0oom,1679149200,1127
hari_0oom,1679245800,1137
hari_0oom,1679589300,1015
hari_0oom,1679848500,1003
hari_0oom,1680280500,1048
hari_0oom,1680627000,1077
hari_0oom,1680969900,1074
hari_0oom,1681059600,1058
hari_0oom,1681556700,1066
hari_0oom,1682008500,1105
hari_0oom,1682355000,1082
hari_0oom,1682613300,1112
hari_0oom,1683304500,1172
hari_0oom,1683391800,1195
hari_0oom,1683554700,1096
hari_0oom,1683909300,1115
hari_0oom,1684082100,1204
hari_0oom,1684515000,1193
hari_0oom,1685032500,1134
hari_0oom,1685293500,1071
hari_0oom,1685810100,1180
hari_0oom,1685897100,1233
hari_0oom,1686070200,1259
hari_0oom,1686587700,1125
hari_0oom,1687082700,1164
hari_0oom,1687106100,1041
hari_0oom,1687626300,1090
hari_0oom,1688056500,1206
hari_0oom,1689957300,1223
hari_0oom,1690303800,1157
hari_0oom,1690475700,1148
